ifInOctets11,ifOutOctets11,ifoutDiscards11,ifInUcastPkts11,ifInNUcastPkts11,ifInDiscards11,ifOutUcastPkts11,ifOutNUcastPkts11,tcpOutRsts,tcpInSegs,tcpOutSegs,tcpPassiveOpens,tcpRetransSegs,tcpCurrEstab,tcpEstabResets,tcp?ActiveOpens,udpInDatagrams,udpOutDatagrams,udpInErrors,udpNoPorts,ipInReceives,ipInDelivers,ipOutRequests,ipOutDiscards,ipInDiscards,ipForwDatagrams,ipOutNoRoutes,ipInAddrErrors,icmpInMsgs,icmpInDestUnreachs,icmpOutMsgs,icmpOutDestUnreachs,icmpInEchos,icmpOutEchoReps,class
10763939,7374104,1,55063,1164,0,59120,910,0,63617,51538,234,1,1743,0,217,6600,5099,1,0,65477,59536,72749,1,0,1,0,0,1,1,1,1,0,0,normal
10817108,7407021,1,55275,1169,0,59338,914,0,63820,51919,235,1,1749,0,218,6622,5114,1,0,65824,59785,73066,1,0,1,0,0,1,1,1,1,0,0,normal
10889797,7441533,1,55597,1173,0,59632,918,0,64037,52180,236,1,1756,0,219,6653,5141,1,0,66035,60038,73389,1,0,1,0,0,1,1,1,1,0,0,normal
10953579,7475405,1,55868,1179,0,59871,921,0,64197,52389,237,1,1763,0,220,6686,5169,1,0,66277,60323,73750,1,0,1,0,0,1,1,1,1,0,0,normal
11010371,7509618,1,56168,1185,0,60157,925,0,64485,52597,238,1,1769,0,221,6719,5195,1,0,66546,60588,74209,1,0,1,0,0,1,1,1,1,0,0,normal
11071115,7543170,1,56496,1190,0,60456,928,0,64774,52842,239,1,1780,0,222,6753,5216,1,0,66876,60769,74575,1,0,1,0,0,1,1,1,1,0,0,normal
11105719,7591427,1,56692,1197,0,60801,932,0,64981,53139,240,1,1790,0,223,6779,5241,1,0,67207,61001,74990,1,0,1,0,0,1,1,1,1,0,0,normal
11172312,7623914,1,56912,1200,0,61007,937,0,65251,53457,241,1,1799,0,224,6814,5260,1,0,67407,61193,75487,1,0,1,0,0,1,1,1,1,0,0,normal
11215811,7666016,1,57203,1205,0,61330,942,0,65625,53695,242,1,1808,0,225,6840,5279,1,0,67831,61449,75762,1,0,1,0,0,1,1,1,1,0,0,normal
11265438,7703642,1,57449,1211,0,61625,947,0,65942,53963,243,1,1817,0,226,6886,5289,1,0,68045,61796,75984,1,0,1,0,0,1,1,1,1,0,0,normal
11311493,7742672,1,57714,1217,0,61901,950,0,66203,54282,244,1,1825,0,228,6919,5310,1,0,68268,62088,76328,1,0,1,0,0,1,1,1,1,0,0,normal
11348156,7775635,1,57887,1222,0,62158,954,0,66566,54476,245,1,1830,0,229,6954,5336,1,0,68500,62377,76605,1,0,1,0,0,1,1,1,1,0,0,normal
11397243,7816885,1,58092,1227,0,62432,959,0,66865,54638,246,1,1839,0,230,6994,5360,1,0,68734,62682,77085,1,0,1,0,0,1,1,1,1,0,0,normal
11452001,7861523,1,58370,1233,0,62805,964,0,67058,54849,247,1,1847,0,231,7025,5396,1,0,68987,62976,77573,1,0,1,0,0,1,1,1,1,0,0,normal
11540895,7899715,1,58604,1238,0,62998,967,0,67405,55157,248,1,1854,0,232,7058,5419,1,0,69182,63249,77766,1,0,1,0,0,1,1,1,1,0,0,normal
11588947,7940477,1,58832,1242,0,63185,972,0,67694,55382,249,1,1865,0,233,7087,5440,1,0,69472,63519,78154,1,0,1,0,0,1,1,1,1,0,0,normal
11642663,7974774,1,59041,1247,0,63418,978,0,68072,55670,250,1,1872,0,234,7116,5465,1,0,69762,63804,78608,1,0,1,0,0,1,1,1,1,0,0,normal
11685661,8011430,1,59250,1252,0,63809,982,0,68413,55958,251,1,1881,0,235,7142,5495,1,0,70147,64041,78923,1,0,1,0,0,1,1,1,1,0,0,normal
11741309,8046766,1,59501,1256,0,64158,984,0,68755,56202,252,1,1888,0,236,7158,5515,1,0,70448,64227,79440,1,0,1,0,0,1,1,1,1,0,0,normal
11783835,8085663,1,59637,1262,0,64427,988,0,69075,56413,253,1,1896,0,237,7188,5542,1,0,70824,64392,79774,1,0,1,0,0,1,1,1,1,0,0,normal
11827588,8115387,1,59846,1266,0,64616,993,0,69542,56628,255,1,1903,0,238,7230,5561,1,0,71163,64683,80199,1,0,1,0,0,1,1,1,1,0,0,normal
11878232,8136031,1,60040,1272,0,64947,998,0,69860,56920,256,1,1912,0,239,7258,5582,1,0,71403,64935,80593,1,0,1,0,0,1,1,1,1,0,0,normal
11941546,8165829,1,60297,1276,0,65209,1002,0,70189,57106,257,1,1922,0,240,7291,5599,1,0,71667,65247,80978,1,0,1,0,0,1,1,1,1,0,0,normal
11985701,8203056,1,60566,1282,0,65436,1007,0,70553,57265,258,1,1928,0,241,7334,5623,1,0,71914,65497,81239,1,0,1,0,0,1,1,1,1,0,0,normal
12016539,8241357,1,60883,1288,0,65717,1011,0,70950,57486,259,1,1935,0,242,7372,5650,1,0,72265,65742,81496,1,0,1,0,0,1,1,1,1,0,0,normal
12048943,8273234,1,61055,1291,0,65946,1015,0,71196,57723,261,1,1939,0,243,7395,5670,1,0,72523,66038,81922,1,0,1,0,0,1,1,1,1,0,0,normal
12101547,8294096,1,61376,1298,0,66163,1020,0,71420,57986,262,1,1946,0,244,7429,5695,1,0,72751,66338,82218,1,0,1,0,0,1,1,1,1,0,0,normal
12143859,8328226,1,61673,1302,0,66479,1024,0,71854,58209,263,1,1953,0,245,7457,5713,1,0,73018,66754,82650,1,0,1,0,0,1,1,1,1,0,0,normal
12186317,8361907,1,61995,1307,0,66761,1027,0,72203,58412,264,1,1960,0,246,7502,5739,1,0,73355,67124,82957,1,0,1,0,0,1,1,1,1,0,0,normal
12236244,8389653,1,62222,1311,0,66972,1031,0,72590,58674,265,1,1967,0,247,7536,5771,1,0,73719,67311,83252,1,0,1,0,0,1,1,1,1,0,0,normal
12292111,8428619,1,62439,1318,0,67268,1034,0,72823,58958,266,1,1979,0,248,7564,5793,1,0,74035,67540,83504,1,0,1,0,0,1,1,1,1,0,0,normal
12333604,8454198,1,62657,1323,0,67588,1037,0,73141,59216,267,1,1986,0,249,7593,5820,1,0,74382,67725,83860,1,0,1,0,0,1,1,1,1,0,0,normal
12378399,8498979,1,62892,1328,0,67925,1041,0,73532,59462,268,1,1992,0,250,7618,5844,1,0,74619,68006,84172,1,0,1,0,0,1,1,1,1,0,0,normal
12405902,8526038,1,63051,1333,0,68246,1045,0,73801,59698,269,1,2002,0,251,7647,5865,1,0,74799,68306,84524,1,0,1,0,0,1,1,1,1,0,0,normal
12452267,8561314,1,63365,1338,0,68573,1050,0,74060,59957,271,1,2013,0,252,7677,5888,1,0,75116,68479,84775,1,0,1,0,0,1,1,1,1,0,0,normal
12507324,8597722,1,63649,1343,0,68806,1053,0,74423,60199,273,1,2021,0,253,7716,5910,1,0,75427,68717,85095,1,0,1,0,0,1,1,1,1,0,0,normal
12564304,8642813,1,63914,1347,0,69069,1057,0,74784,60492,274,1,2028,0,254,7745,5930,1,0,75822,69060,85501,1,0,1,0,0,1,1,1,1,0,0,normal
12576452,8688505,1,64223,1351,0,69288,1062,0,75093,60697,275,1,2037,0,255,7776,5946,1,0,76012,69262,85814,1,0,1,0,0,1,1,1,1,0,0,normal
12645059,8711060,1,64605,1357,0,69639,1066,0,75279,60924,276,1,2047,0,256,7813,5976,1,0,76226,69649,86132,1,0,1,0,0,1,1,1,1,0,0,normal
12709803,8751912,1,64746,1362,0,69903,1071,0,75610,61088,278,1,2054,0,257,7847,6002,1,0,76616,69910,86423,1,0,1,0,0,1,1,1,1,0,0,normal
12761735,8777200,1,64910,1367,0,70205,1075,0,75890,61351,279,1,2060,0,258,7863,6028,1,0,76990,70241,86751,1,0,1,0,0,1,1,1,1,0,0,normal
12817173,8813111,1,65193,1372,0,70365,1079,0,76220,61606,280,1,2066,0,259,7899,6054,1,0,77279,70463,86994,1,0,1,0,0,1,1,1,1,0,0,normal
12863720,8854072,1,65413,1378,0,70691,1084,0,76432,61847,281,1,2076,0,260,7928,6070,1,0,77474,70817,87362,1,0,1,0,0,1,1,1,1,0,0,normal
12911796,8884395,1,65709,1383,0,70908,1089,0,76700,62129,282,1,2085,0,261,7954,6089,1,0,77823,71075,87747,1,0,1,0,0,1,1,1,1,0,0,normal
12963947,8929292,1,65989,1387,0,71148,1092,0,77030,62276,283,1,2094,0,263,7981,6114,1,0,78150,71355,88108,1,0,1,0,0,1,1,1,1,0,0,normal
13021204,8963100,1,66148,1391,0,71312,1096,0,77292,62487,284,1,2100,0,264,8019,6133,1,0,78385,71673,88462,1,0,1,0,0,1,1,1,1,0,0,normal
13068131,8997487,1,66425,1395,0,71652,1099,0,77529,62668,285,1,2106,0,265,8050,6158,1,0,78722,71870,88747,1,0,1,0,0,1,1,1,1,0,0,normal
13125866,9025800,1,66586,1397,0,71842,1104,0,77799,62973,286,1,2111,0,266,8089,6175,1,0,79067,72184,89167,1,0,1,0,0,1,1,1,1,0,0,normal
13168601,9056659,1,66942,1402,0,72048,1108,0,78190,63172,287,1,2121,0,267,8108,6192,1,0,79325,72480,89557,1,0,1,0,0,1,1,1,1,0,0,normal
13201579,9085149,1,67223,1407,0,72317,1111,0,78520,63516,288,1,2124,0,268,8135,6216,1,0,79700,72738,89922,1,0,1,0,0,1,1,1,1,0,0,normal
13260065,9105691,1,67369,1410,0,72586,1116,0,78790,63745,289,1,2134,0,269,8163,6238,1,0,79988,72996,90295,1,0,1,0,0,1,1,1,1,0,0,normal
13311375,9131070,1,67624,1415,0,72918,1121,0,79235,63858,291,1,2142,0,270,8203,6252,1,0,80225,73289,90629,1,0,1,0,0,1,1,1,1,0,0,normal
13337465,9158143,1,67819,1421,0,73130,1125,0,79524,64152,292,1,2153,0,271,8236,6269,1,0,80544,73507,90937,1,0,1,0,0,1,1,1,1,0,0,normal
13379096,9190618,1,68046,1428,0,73392,1128,0,79826,64354,293,1,2161,0,272,8274,6299,1,0,80829,73838,91322,1,0,1,0,0,1,1,1,1,0,0,normal
13440956,9226895,1,68257,1431,0,73667,1132,0,80111,64492,294,1,2168,0,273,8295,6325,1,0,81155,74108,91717,1,0,1,0,0,1,1,1,1,0,0,normal
13476105,9252129,1,68513,1436,0,73923,1136,0,80382,64727,295,1,2179,0,274,8330,6348,1,0,81394,74390,92139,1,0,1,0,0,1,1,1,1,0,0,normal
13525076,9289517,1,68777,1440,0,74159,1142,0,80677,65005,296,1,2184,0,275,8366,6375,1,0,81673,74633,92385,1,0,1,0,0,1,1,1,1,0,0,normal
13578360,9328303,1,68996,1445,0,74398,1146,0,80967,65204,297,1,2193,0,276,8402,6393,1,0,81876,74867,92751,1,0,1,0,0,1,1,1,1,0,0,normal
13642795,9365924,1,69255,1452,0,74600,1151,0,81245,65473,298,1,2201,0,277,8442,6418,1,0,82245,75011,93182,1,0,1,0,0,1,1,1,1,0,0,normal
13686815,9407058,1,69407,1456,0,74924,1156,0,81709,65608,299,1,2212,0,278,8465,6434,1,0,82510,75337,93434,1,0,1,0,0,1,1,1,1,0,0,normal
13719975,9443052,1,69664,1461,0,75130,1160,0,81927,65766,300,1,2222,0,279,8489,6458,1,0,82767,75685,93923,1,0,1,0,0,1,1,1,1,0,0,normal
13768721,9485157,1,69887,1466,0,75364,1164,0,82148,65963,301,1,2228,0,280,8518,6477,1,0,83071,75938,94268,1,0,1,0,0,1,1,1,1,0,0,normal
13815859,9525937,1,70212,1471,0,75649,1168,0,82503,66197,302,1,2236,0,281,8558,6501,1,0,83296,76199,94668,1,0,1,0,0,1,1,1,1,0,0,normal
13861184,9557225,1,70373,1477,0,75925,1172,0,82809,66360,303,1,2242,0,282,8583,6530,1,0,83719,76443,95104,1,0,1,0,0,1,1,1,1,0,0,normal
13925091,9588258,1,70656,1482,0,76115,1177,0,83196,66556,304,1,2247,0,283,8622,6559,1,0,84026,76725,95480,1,0,1,0,0,1,1,1,1,0,0,normal
13955684,9628633,1,70906,1487,0,76425,1181,0,83398,66845,305,1,2254,0,284,8659,6585,1,0,84386,76951,95784,1,0,1,0,0,1,1,1,1,0,0,normal
14019972,9661675,1,71117,1494,0,76665,1185,0,83707,67206,306,1,2261,0,285,8681,6605,1,0,84700,77256,96144,1,0,1,0,0,1,1,1,1,0,0,normal
14071017,9686286,1,71367,1499,0,76922,1190,0,84073,67445,307,1,2268,0,286,8706,6630,1,0,84965,77532,96430,1,0,1,0,0,1,1,1,1,0,0,normal
14108803,9723081,1,71684,1505,0,77249,1194,0,84331,67698,308,1,2276,0,287,8729,6653,1,0,85272,77785,96756,1,0,1,0,0,1,1,1,1,0,0,normal
14151664,9764014,1,71969,1510,0,77461,1198,0,84743,67897,309,1,2284,0,288,8760,6679,1,0,85465,78044,97114,1,0,1,0,0,1,1,1,1,0,0,normal
14178521,9790371,1,72303,1514,0,77669,1202,0,85068,68103,310,1,2293,0,289,8794,6703,1,0,85795,78291,97378,1,0,1,0,0,1,1,1,1,0,0,normal
14232292,9820577,1,72476,1520,0,77927,1206,0,85360,68373,311,1,2301,0,290,8818,6722,1,0,86115,78581,97674,1,0,1,0,0,1,1,1,1,0,0,normal
14272839,9852198,1,72692,1524,0,78193,1210,0,85620,68690,312,1,2309,0,291,8854,6735,1,0,86408,78928,98046,1,0,1,0,0,1,1,1,1,0,0,normal
14321033,9872756,1,72996,1527,0,78456,1213,0,85886,68901,314,1,2318,0,292,8882,6757,1,0,86666,79167,98448,1,0,1,0,0,1,1,1,1,0,0,normal
14387814,9906305,1,73161,1533,0,78699,1219,0,86196,69166,315,1,2325,0,293,8898,6781,1,0,87036,79431,98810,1,0,1,0,0,1,1,1,1,0,0,normal
14445078,9937980,1,73437,1538,0,78962,1224,0,86383,69492,316,1,2333,0,294,8929,6805,1,0,87186,79715,99158,1,0,1,0,0,1,1,1,1,0,0,normal
14494410,9973747,1,73735,1542,0,79271,1228,0,86623,69696,317,1,2342,0,295,8957,6829,1,0,87415,80007,99502,1,0,1,0,0,1,1,1,1,0,0,normal
14539813,10006638,1,73952,1546,0,79626,1230,0,86936,69973,318,1,2354,0,296,8982,6849,1,0,87681,80242,99780,1,0,1,0,0,1,1,1,1,0,0,normal
14607116,10032535,1,74161,1551,0,79930,1235,0,87230,70198,319,1,2360,0,297,9017,6872,1,0,87857,80570,100111,1,0,1,0,0,1,1,1,1,0,0,normal
14642793,10056705,1,74372,1556,0,80151,1237,0,87517,70448,320,1,2364,0,298,9042,6896,1,0,88225,80771,100419,1,0,1,0,0,1,1,1,1,0,0,normal
14690769,10094492,1,74582,1561,0,80380,1243,0,87772,70790,321,1,2371,0,299,9074,6917,1,0,88591,81025,100797,1,0,1,0,0,1,1,1,1,0,0,normal
14747216,10118940,1,74814,1566,0,80716,1248,0,88115,71032,323,1,2378,0,300,9105,6941,1,0,88862,81270,101201,1,0,1,0,0,1,1,1,1,0,0,normal
14800980,10151313,1,75107,1572,0,81044,1252,0,88354,71186,324,1,2387,0,301,9137,6965,1,0,89163,81537,101550,1,0,1,0,0,1,1,1,1,0,0,normal
14850801,10188087,1,75310,1577,0,81379,1256,0,88701,71421,325,1,2396,0,302,9163,6986,1,0,89472,81746,101966,1,0,1,0,0,1,1,1,1,0,0,normal
14904260,10225248,1,75627,1582,0,81633,1260,0,88975,71663,326,1,2402,0,303,9195,7007,1,0,89807,82033,102243,1,0,1,0,0,1,1,1,1,0,0,normal
14952525,10254868,1,75887,1587,0,81889,1264,0,89352,71901,327,1,2411,0,304,9231,7029,1,0,90077,82349,102578,1,0,1,0,0,1,1,1,1,0,0,normal
15016067,10272273,1,76105,1591,0,82141,1268,0,89605,72159,328,1,2415,0,305,9263,7057,1,0,90432,82608,102892,1,0,1,0,0,1,1,1,1,0,0,normal
15080990,10302381,1,76344,1596,0,82451,1273,0,89877,72413,329,1,2421,0,306,9297,7084,1,0,90728,82837,103209,1,0,1,0,0,1,1,1,1,0,0,normal
15138580,10343626,1,76642,1601,0,82771,1278,0,90224,72652,330,1,2428,0,307,9325,7112,1,0,90988,83126,103548,1,0,1,0,0,1,1,1,1,0,0,normal
15180347,10364582,1,76869,1604,0,82906,1281,0,90491,72906,331,1,2434,0,308,9344,7139,1,0,91192,83369,103873,1,0,1,0,0,1,1,1,1,0,0,normal
15222581,10396438,1,77058,1611,0,83223,1286,0,90903,73163,332,1,2442,0,309,9374,7162,1,0,91363,83543,104120,1,0,1,0,0,1,1,1,1,0,0,normal
15284110,10432243,1,77268,1615,0,83506,1292,0,91054,73430,333,1,2450,0,310,9406,7189,1,0,91742,83769,104487,1,0,1,0,0,1,1,1,1,0,0,normal
15341650,10466275,1,77652,1621,0,83779,1296,0,91286,73700,334,1,2455,0,312,9445,7224,1,0,91992,84118,104799,1,0,1,0,0,1,1,1,1,0,0,normal
15384406,10489091,1,77899,1627,0,84054,1299,0,91574,73943,336,1,2462,0,313,9487,7246,1,0,92298,84385,105147,1,0,1,0,0,1,1,1,1,0,0,normal
15433104,10529599,1,78125,1631,0,84250,1303,0,91964,74220,337,1,2469,0,314,9508,7265,1,0,92607,84636,105607,1,0,1,0,0,1,1,1,1,0,0,normal
15487459,10560528,1,78432,1638,0,84456,1307,0,92327,74461,338,1,2476,0,315,9539,7287,1,0,92830,84871,106082,1,0,1,0,0,1,1,1,1,0,0,normal
15548362,10592293,1,78639,1643,0,84648,1310,0,92669,74714,339,1,2484,0,316,9569,7306,1,0,93142,85219,106379,1,0,1,0,0,1,1,1,1,0,0,normal
15601086,10635593,1,78958,1648,0,84873,1314,0,92804,74932,340,1,2492,0,317,9607,7333,1,0,93544,85563,106692,1,0,1,0,0,1,1,1,1,0,0,normal
15672937,10670289,1,79248,1652,0,85098,1319,0,93061,75186,341,1,2499,0,318,9632,7357,1,0,93896,85890,107086,1,0,1,0,0,1,1,1,1,0,0,normal
15717140,10708761,1,79361,1660,0,85424,1323,0,93365,75392,342,1,2506,0,319,9663,7378,1,0,94189,86246,107510,1,0,1,0,0,1,1,1,1,0,0,normal
15781725,10740907,1,79555,1665,0,85622,1328,0,93670,75633,343,1,2513,0,320,9685,7405,1,0,94409,86526,107872,1,0,1,0,0,1,1,1,1,0,0,normal
15816578,10773099,1,79763,1669,0,85906,1332,0,93938,75847,344,1,2520,0,321,9715,7429,1,0,94783,86819,108228,1,0,1,0,0,1,1,1,1,0,0,normal
15860839,10807164,1,80037,1676,0,86142,1335,0,94165,76028,345,1,2527,0,322,9743,7450,1,0,95041,87098,108588,1,0,1,0,0,1,1,1,1,0,0,normal
15900174,10837772,1,80263,1682,0,86431,1339,0,94498,76222,346,1,2535,0,323,9766,7475,1,0,95281,87402,108870,1,0,1,0,0,1,1,1,1,0,0,normal
15958249,10879026,1,80420,1688,0,86644,1343,0,94868,76496,347,1,2544,0,324,9794,7502,1,0,95544,87689,109152,1,0,1,0,0,1,1,1,1,0,0,normal
16005447,10902181,1,80634,1693,0,86936,1348,0,95055,76786,348,1,2550,0,325,9819,7514,1,0,95720,87983,109546,1,0,1,0,0,1,1,1,1,0,0,normal
16051900,10930948,1,80811,1699,0,87276,1352,0,95367,76924,349,1,2558,0,326,9839,7542,1,0,95928,88268,109885,1,0,1,0,0,1,1,1,1,0,0,normal
16100957,10967088,1,81110,1706,0,87546,1356,0,95649,77215,350,1,2568,0,327,9867,7568,1,0,96258,88526,110210,1,0,1,0,0,1,1,1,1,0,0,normal
16139849,10989616,1,81395,1711,0,87925,1358,0,95903,77461,351,1,2578,0,328,9896,7588,1,0,96627,88863,110566,1,0,1,0,0,1,1,1,1,0,0,normal
16180142,11025486,1,81565,1716,0,88133,1362,0,96074,77704,352,1,2586,0,329,9919,7612,1,0,96891,89222,110881,1,0,1,0,0,1,1,1,1,0,0,normal
16230022,11064933,1,81792,1721,0,88376,1367,0,96425,77928,353,1,2596,0,330,9943,7640,1,0,97131,89528,111137,1,0,1,0,0,1,1,1,1,0,0,normal
16265397,11101327,1,81982,1726,0,88654,1369,0,96819,78167,354,1,2604,0,331,9976,7660,1,0,97302,89791,111359,1,0,1,0,0,1,1,1,1,0,0,normal
16315250,11135407,1,82269,1731,0,88903,1371,0,96958,78424,355,1,2613,0,332,10008,7679,1,0,97621,90120,111769,1,0,1,0,0,1,1,1,1,0,0,normal
16357429,11170526,1,82539,1737,0,89261,1375,0,97213,78703,357,1,2620,0,333,10037,7698,1,0,97874,90374,112177,1,0,1,0,0,1,1,1,1,0,0,normal
16423008,11213472,1,82786,1742,0,89615,1381,0,97497,78997,358,1,2627,0,334,10066,7724,1,0,98223,90706,112504,1,0,1,0,0,1,1,1,1,0,0,normal
16470830,11254145,1,83002,1748,0,89946,1386,0,97886,79146,359,1,2634,0,335,10095,7748,1,0,98465,90935,112780,1,0,1,0,0,1,1,1,1,0,0,normal
16541640,11281971,1,83246,1753,0,90309,1389,0,98147,79447,360,1,2641,0,336,10123,7765,1,0,98749,91224,113165,1,0,1,0,0,1,1,1,1,0,0,normal
16594619,11322302,1,83536,1758,0,90662,1393,0,98438,79761,361,1,2648,0,337,10152,7788,1,0,99108,91496,113388,1,0,1,0,0,1,1,1,1,0,0,normal
16645872,11339051,1,83734,1763,0,90961,1398,0,98647,79937,362,1,2656,0,338,10177,7815,1,0,99407,91733,113647,1,0,1,0,0,1,1,1,1,0,0,normal
16691619,11377809,1,83954,1768,0,91244,1403,0,98988,80167,363,1,2665,0,339,10213,7836,1,0,99738,91966,113959,1,0,1,0,0,1,1,1,1,0,0,normal
16726716,11415903,1,84284,1773,0,91499,1407,0,99254,80337,364,1,2673,0,340,10241,7855,1,0,100009,92201,114331,1,0,1,0,0,1,1,1,1,0,0,normal
16781839,11449962,1,84478,1780,0,91794,1412,0,99613,80676,365,1,2679,0,341,10277,7876,1,0,100321,92445,114662,1,0,1,0,0,1,1,1,1,0,0,normal
16827686,11475075,1,84703,1784,0,92025,1416,0,100006,80887,366,1,2686,0,342,10303,7900,1,0,100680,92621,114915,1,0,1,0,0,1,1,1,1,0,0,normal
16870640,11502292,1,84937,1789,0,92366,1421,0,100352,81177,367,1,2693,0,343,10336,7916,1,0,100940,92866,115282,1,0,1,0,0,1,1,1,1,0,0,normal
16941397,11535058,1,85271,1795,0,92643,1425,0,100568,81456,368,1,2703,0,344,10359,7945,1,0,101201,93206,115610,1,0,1,0,0,1,1,1,1,0,0,normal
16970867,11559210,1,85491,1799,0,92956,1429,0,100867,81729,369,1,2709,0,345,10384,7970,1,0,101505,93456,115964,1,0,1,0,0,1,1,1,1,0,0,normal
17002896,11581570,1,85764,1804,0,93187,1434,0,101134,82019,370,1,2714,0,346,10413,7990,1,0,101813,93697,116270,1,0,1,0,0,1,1,1,1,0,0,normal
17067698,11615720,1,85916,1810,0,93366,1438,0,101485,82278,371,1,2719,0,347,10444,8024,1,0,102172,93983,116609,1,0,1,0,0,1,1,1,1,0,0,normal
17125590,11639179,1,86218,1816,0,93699,1442,0,101825,82569,372,1,2726,0,348,10490,8045,1,0,102413,94234,116955,1,0,1,0,0,1,1,1,1,0,0,normal
17179287,11669855,1,86436,1821,0,94034,1447,0,102123,82868,373,1,2733,0,349,10520,8071,1,0,102706,94459,117220,1,0,1,0,0,1,1,1,1,0,0,normal
17223925,11703475,1,86653,1825,0,94278,1450,0,102464,83071,549,1,5628,0,350,10554,8082,1,0,103048,94813,117485,1,0,1,0,0,1,1,1,1,0,0,slowloris
17274822,11742046,1,86939,1829,0,94461,1454,0,102747,83270,696,1,7865,0,351,10582,8107,1,0,103380,95124,117801,1,0,1,0,0,1,1,1,1,0,0,slowloris
17336224,11779173,1,87221,1836,0,94748,1458,0,103043,83513,819,1,10381,0,352,10610,8132,1,0,103674,95464,118139,1,0,1,0,0,1,1,1,1,0,0,slowloris
17374088,11831692,1,87435,1840,0,95189,1462,0,103321,83823,937,1,12941,0,353,10630,8154,1,0,103985,95757,118593,1,0,1,0,0,1,1,1,1,0,0,slowloris
17422856,11864124,1,87656,1847,0,95411,1466,0,103593,84048,1063,1,15465,0,355,10661,8176,1,0,104277,96076,119057,1,0,1,0,0,1,1,1,1,0,0,slowloris
17478110,11889254,1,87942,1852,0,95668,1471,0,103943,84260,1145,1,17253,0,356,10692,8199,1,0,104680,96302,119483,1,0,1,0,0,1,1,1,1,0,0,slowloris
17535917,11927331,1,88231,1858,0,95931,1474,0,104153,84497,1266,1,19463,0,357,10729,8227,1,0,104836,96620,119822,1,0,1,0,0,1,1,1,1,0,0,slowloris
17572383,11950129,1,88564,1864,0,96289,1477,0,104492,84769,1267,1,19471,0,358,10763,8250,1,0,105084,96920,120153,1,0,1,0,0,1,1,1,1,0,0,normal
17637148,11981075,1,88808,1871,0,96648,1481,0,104915,85042,1268,1,19480,0,359,10800,8276,1,0,105327,97171,120459,1,0,1,0,0,1,1,1,1,0,0,normal
17689995,12046436,1,88944,1874,0,96911,1484,0,105241,85337,1269,1,19489,0,360,10831,8291,1,0,105715,97428,120727,1,0,1,0,0,1,1,1,1,0,0,normal
17747076,12071403,1,89211,1879,0,97168,1488,0,105601,85595,1270,1,19497,0,361,10862,8313,1,0,105987,97700,120992,1,0,1,0,0,1,1,1,1,0,0,normal
17778246,12098830,1,89460,1884,0,97420,1491,0,105827,85913,1271,1,19507,0,362,10890,8344,1,0,106222,97996,121253,1,0,1,0,0,1,1,1,1,0,0,normal
17831564,12137944,1,89734,1890,0,97557,1497,0,106168,86183,1272,1,19515,0,364,10925,8366,1,0,106526,98065,121481,1,0,1,0,0,1,1,1,1,0,0,normal
17878247,12173949,1,89954,1895,0,97848,1501,0,106358,86461,1273,1,19522,0,365,10951,8389,1,0,106765,98329,121728,1,0,1,0,0,1,1,1,1,0,0,normal
17946280,12210089,1,90115,1900,0,98183,1505,0,106641,86734,1275,1,19531,0,366,10983,8419,1,0,106953,98580,122084,1,0,1,0,0,1,1,1,1,0,0,normal
17980833,12241975,1,90308,1905,0,98521,1509,0,106948,87044,1276,1,19542,0,367,11015,8439,1,0,107205,98845,122398,1,0,1,0,0,1,1,1,1,0,0,normal
18035609,12285750,1,90678,1911,0,98864,1513,0,107194,87349,1277,1,19550,0,368,11049,8462,1,0,107421,99079,122860,1,0,1,0,0,1,1,1,1,0,0,normal
18086913,12312446,1,90972,1915,0,99205,1516,0,107459,87593,1278,1,19560,0,369,11076,8484,1,0,107726,99376,123133,1,0,1,0,0,1,1,1,1,0,0,normal
18141012,12354105,1,91301,1919,0,99449,1519,0,107768,87824,1279,1,19571,0,370,11109,8502,1,0,108035,99740,123531,1,0,1,0,0,1,1,1,1,0,0,normal
18201695,12386662,1,91611,1924,0,99789,1523,0,108108,88055,1280,1,19582,0,371,11145,8522,1,0,108300,99989,123810,1,0,1,0,0,1,1,1,1,0,0,normal
18232699,12427698,1,91791,1928,0,100095,1528,0,108298,88287,1281,1,19589,0,372,11179,8556,1,0,108573,100258,124172,1,0,1,0,0,1,1,1,1,0,0,normal
18295843,12454362,1,92068,1934,0,100371,1533,0,108645,88616,1282,1,19597,0,373,11209,8577,1,0,108795,100501,124489,1,0,1,0,0,1,1,1,1,0,0,normal
18360205,12495843,1,92275,1940,0,100703,1538,0,108960,88834,1283,1,19605,0,374,11241,8604,1,0,109080,100703,124754,1,0,1,0,0,1,1,1,1,0,0,normal
18400633,12527127,1,92526,1946,0,100964,1542,0,109233,89043,1284,1,19614,0,375,11271,8626,1,0,109372,100979,125124,1,0,1,0,0,1,1,1,1,0,0,normal
18425633,12564258,1,92806,1953,0,101222,1546,0,109607,89258,1285,1,19624,0,376,11297,8654,1,0,109572,101196,125392,1,0,1,0,0,1,1,1,1,0,0,normal
18485745,12608571,1,93042,1958,0,101541,1550,0,109915,89542,1286,1,19634,0,377,11328,8673,1,0,109978,101500,125814,1,0,1,0,0,1,1,1,1,0,0,normal
